node,Qwen2.5-72B-Instruct,Llama-3.1-70B-Instruct,gpt-4o-mini-2024-07-18,claude-3.5-haiku,Llama-3.1-Tulu-3-70B,Qwen2.5-7B-Instruct,Llama-3.1-8B-Instruct,gpt-3.5-turbo,Llama-3.1-Tulu-3-8B
13353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13354,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
13355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13360,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13361,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13363,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13364,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571
13365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
13366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13367,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13368,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13370,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13376,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.6666666666666666,0.7777777777777778,0.7777777777777778
13377,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13378,0.75,0.875,0.875,0.75,0.75,0.875,0.625,0.75,0.75
13379,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666
13380,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13382,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13383,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.5
13384,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
13385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13386,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13387,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
13388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13389,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0
13390,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
13391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13392,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
13393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13395,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13398,0.7777777777777778,0.8666666666666667,0.8444444444444444,0.8666666666666667,0.8444444444444444,0.8222222222222222,0.7333333333333333,0.7555555555555555,0.6444444444444445
13399,0.8,0.8,0.8,1.0,1.0,0.8,0.8,0.6,0.8
13400,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
13401,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13402,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0
13403,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
13404,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0
13405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13406,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
13407,0.75,1.0,0.75,1.0,1.0,1.0,0.75,1.0,0.75
13408,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666
13409,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5
13410,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
13411,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
13412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13414,0.8,0.6,1.0,0.6,0.8,0.6,0.4,0.8,0.6
13415,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13416,0.75,0.75,1.0,0.5,0.75,0.5,0.25,0.75,0.5
13417,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13418,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
13419,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.5
13420,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
13421,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
13422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888
13423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13430,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13431,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75
13433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5
13434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
13435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13438,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13439,0.875,0.875,0.875,1.0,1.0,0.875,0.75,0.5,0.625
13440,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13441,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13442,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0
13443,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
13444,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0
13445,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
13446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
13447,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0
13448,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0
13449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13450,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
13451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13452,0.6,1.0,0.6,0.8,0.6,0.6,0.6,0.6,0.2
13453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
13454,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
13455,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0
13456,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0
13457,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
13458,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13459,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
13460,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333
13461,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
13462,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5
13463,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
13464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13465,0.5,0.8333333333333334,0.6666666666666666,0.5,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666
13466,0.5,1.0,0.75,0.5,0.5,1.0,0.75,0.75,0.75
13467,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
13468,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13469,0.0,1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5
13470,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
13471,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
13472,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5
13473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
13474,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
13475,0.8714285714285714,0.8714285714285714,0.8714285714285714,0.8285714285714286,0.8428571428571429,0.7285714285714285,0.6857142857142857,0.7857142857142857,0.7142857142857143
13476,0.9210526315789473,0.8947368421052632,0.8421052631578947,0.8157894736842105,0.8947368421052632,0.7368421052631579,0.7631578947368421,0.7631578947368421,0.8157894736842105
13477,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13478,1.0,1.0,0.8333333333333334,0.6666666666666666,1.0,0.6666666666666666,0.8333333333333334,0.5,0.8333333333333334
13479,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
13480,1.0,1.0,0.75,0.75,1.0,0.75,1.0,0.5,0.75
13481,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666
13482,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.5
13483,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
13484,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
13485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13487,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
13488,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
13489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
13490,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13491,1.0,1.0,0.8,1.0,1.0,0.8,0.8,1.0,1.0
13492,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0
13493,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
13494,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13501,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333
13502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13503,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
13504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13505,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
13506,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
13507,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13514,1.0,1.0,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.8,0.8,0.8666666666666667,0.8666666666666667
13515,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
13516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
13517,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
13518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13519,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
13520,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13526,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8
13527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13528,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.75
13529,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
13530,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13533,0.8,0.7,0.9,0.8,0.9,0.8,0.4,0.9,0.5
13534,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
13535,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
13536,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
13537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13539,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
13540,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
13541,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
13542,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
13543,1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.5
13544,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
13545,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
13546,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
13547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13550,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.5,1.0,1.0
13551,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0
13552,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
13553,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0
13554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13555,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
13556,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
13557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13559,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13560,0.75,0.875,0.875,0.8125,0.6875,0.6875,0.75,0.6875,0.5
13561,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333
13562,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
13563,0.75,1.0,0.75,0.5,0.75,0.75,1.0,0.75,0.5
13564,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333
13565,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0
13566,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
13567,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
13568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13569,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13570,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13571,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.0
13572,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
13573,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
13575,0.7142857142857143,0.8571428571428571,1.0,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143
13576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13579,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,1.0
13580,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
13581,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
13582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13583,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
13584,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0
13585,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
13586,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
13587,0.9166666666666666,0.9444444444444444,0.9166666666666666,0.8888888888888888,0.9444444444444444,0.9166666666666666,0.8888888888888888,0.8888888888888888,0.8333333333333334
13588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13589,1.0,1.0,1.0,0.9444444444444444,1.0,1.0,0.9444444444444444,0.9444444444444444,0.9444444444444444
13590,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13591,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13593,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
13594,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13599,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13610,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13617,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.7058823529411765
13618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13620,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
13623,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714
13624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
13626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
13628,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
13629,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
13630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13632,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
13633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13634,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
13635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13640,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13642,0.9142857142857143,0.9142857142857143,0.8714285714285714,0.8285714285714286,0.9285714285714286,0.8285714285714286,0.8142857142857143,0.8142857142857143,0.8142857142857143
13643,0.9512195121951219,0.926829268292683,0.9024390243902439,0.7804878048780488,0.9024390243902439,0.8536585365853658,0.8292682926829268,0.7804878048780488,0.8536585365853658
13644,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
13645,0.9166666666666666,0.875,0.8333333333333334,0.7083333333333334,0.875,0.7916666666666666,0.7916666666666666,0.7083333333333334,0.75
13646,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,1.0
13647,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
13648,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
13649,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.7272727272727273,0.9090909090909091,0.8181818181818182,0.7727272727272727,0.7727272727272727,0.7272727272727273
13650,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
13651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333
13657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
13658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
13659,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
13660,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13662,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0
13663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13666,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
13667,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
13668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13669,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
13670,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13672,0.8333333333333334,0.8333333333333334,0.5,0.3333333333333333,1.0,0.6666666666666666,0.5,0.5,0.5
13673,0.8,0.8,0.6,0.4,1.0,0.8,0.6,0.6,0.6
13674,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
