node,gpt-4-0125-preview,gpt-4-1106-preview,gpt-4-0613,gpt-4-0314,qwen1.5-72b-chat,mistral-medium,claude-1,gemini-pro,nous-hermes-2-mixtral-8x7b-dpo,gpt-3.5-turbo-0613,yi-34b-chat,starling-lm-7b-alpha,vicuna-33b,wizardlm-70b,claude-2.0,gemini-pro-dev-api,openchat-3.5-0106,mixtral-8x7b-instruct-v0.1,llama2-70b-steerlm-chat,tulu-2-dpo-70b,gpt-3.5-turbo-0314,llama-2-70b-chat,openchat-3.5,gpt-3.5-turbo-0125,openhermes-2.5-mistral-7b,wizardlm-13b,deepseek-llm-67b-chat,solar-10.7b-instruct-v1.0,claude-2.1,gpt-3.5-turbo-1106,claude-instant-1,mistral-7b-instruct-v0.2,zephyr-7b-alpha,pplx-70b-online,vicuna-13b,zephyr-7b-beta,guanaco-33b,codellama-34b-instruct,falcon-180b-chat,llama-2-13b-chat,stripedhyena-nous-7b,llama-2-7b-chat,qwen1.5-7b-chat,dolphin-2.2.1-mistral-7b,pplx-7b-online,mistral-7b-instruct,mpt-30b-chat,vicuna-7b,palm-2,qwen-14b-chat,koala-13b,chatglm3-6b,alpaca-13b,chatglm2-6b,gpt4all-13b-snoozy,mpt-7b-chat,RWKV-4-Raven-14B,qwen1.5-4b-chat,fastchat-t5-3b,oasst-pythia-12b,chatglm-6b,dolly-v2-12b,stablelm-tuned-alpha-7b,llama-13b
30797,2398.7969514148017,3683.5939028296034,2398.7969514148017,2398.7969514148017,,2398.7969514148017,2398.7969514148017,2398.7969514148017,,2398.7969514148017,2398.7969514148017,,2398.7969514148017,2398.7969514148017,2398.7969514148017,2398.7969514148017,,1114.0,,2398.7969514148017,,2398.7969514148017,2398.7969514148017,,,2398.7969514148017,2398.7969514148017,,2398.7969514148017,2398.7969514148017,2398.7969514148017,,,2398.7969514148017,2398.7969514148017,2398.7969514148017,,,,2398.7969514148017,2398.7969514148017,2398.7969514148017,,,2398.7969514148017,2398.7969514148017,2398.7969514148017,2398.7969514148017,,2398.7969514148017,2398.7969514148017,2398.7969514148017,,2398.7969514148017,,,,,,,,,,
30880,1101.4895380594967,1227.3291944557873,1101.4895380594967,1101.4895380594967,1101.4895380594967,1219.2802795149157,1101.4895380594967,,,1083.2106460613377,1101.4895380594967,1101.4895380594967,1101.4895380594967,1101.4895380594967,1101.4895380594967,1101.4895380594967,1101.4895380594967,1114.0,,1101.4895380594967,1101.4895380594967,1101.4895380594967,1101.4895380594967,1101.4895380594967,1101.4895380594967,1101.4895380594967,1101.4895380594967,,1101.4895380594967,863.6275702654425,1101.4895380594967,,,1101.4895380594967,,1101.4895380594967,,1101.4895380594967,,1101.4895380594967,,1101.4895380594967,,,1101.4895380594967,,1101.4895380594967,,1101.4895380594967,1101.4895380594967,1101.4895380594967,1101.4895380594967,,,,1101.4895380594967,1101.4895380594967,1101.4895380594967,,1101.4895380594967,1101.4895380594967,,,1101.4895380594967
31260,1202.525685830826,1338.7958977507385,1275.4939282130515,1202.525685830826,,1219.0579727756826,1202.525685830826,1202.525685830826,,1065.2806304146573,1202.525685830826,1202.525685830826,1202.525685830826,1202.525685830826,1202.525685830826,1202.525685830826,,1114.0,1202.525685830826,1202.525685830826,1202.525685830826,1202.525685830826,1202.525685830826,,,1202.525685830826,1202.525685830826,1202.525685830826,1202.525685830826,1202.525685830826,1202.525685830826,,1202.525685830826,1202.525685830826,1202.525685830826,1202.525685830826,1202.525685830826,1202.525685830826,1202.525685830826,1202.525685830826,,1202.525685830826,,,,1202.525685830826,1202.525685830826,1202.525685830826,,1202.525685830826,1202.525685830826,1202.525685830826,1202.525685830826,,1202.525685830826,,1202.525685830826,,,1202.525685830826,1202.525685830826,1202.525685830826,1202.525685830826,
31482,1833.9404082652895,1833.9404082652895,1253.9161735994758,1833.9404082652895,1833.9404082652895,1305.6830932107564,1833.9404082652895,1833.9404082652895,,1257.3690719509937,1833.9404082652895,,1833.9404082652895,1833.9404082652895,1833.9404082652895,1833.9404082652895,1833.9404082652895,1114.0,,,1833.9404082652895,1833.9404082652895,1833.9404082652895,,1833.9404082652895,1833.9404082652895,1833.9404082652895,1833.9404082652895,1046.1161748915442,1833.9404082652895,1833.9404082652895,,,1833.9404082652895,5026.557935938973,1833.9404082652895,1833.9404082652895,1833.9404082652895,1833.9404082652895,1833.9404082652895,1833.9404082652895,1833.9404082652895,,1833.9404082652895,,1833.9404082652895,1833.9404082652895,,1833.9404082652895,1833.9404082652895,1833.9404082652895,1833.9404082652895,,,,,1833.9404082652895,,,1833.9404082652895,1833.9404082652895,,1833.9404082652895,1833.9404082652895
31483,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,-1379.5115294845568,1114.0,1114.0,,,1114.0,3607.511529484557,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,,,1114.0,1114.0,1114.0,,,,,1114.0,,,1114.0,1114.0,,1114.0,1114.0
31734,1164.990519672573,1318.807743069265,1174.5556103845681,1164.990519672573,1164.990519672573,1114.3015836180234,1189.180052063772,1164.990519672573,1164.990519672573,1113.6989032346908,1258.763994744443,1164.990519672573,1243.382414692245,1164.990519672573,1089.7591798880862,1164.990519672573,,1114.0,1164.990519672573,1164.990519672573,1164.990519672573,1358.7144872319395,1164.990519672573,,1164.990519672573,1164.990519672573,1164.990519672573,1164.990519672573,1164.4079459105465,1164.990519672573,1354.2812785091314,,1164.990519672573,1164.990519672573,782.9148859442672,1164.990519672573,1164.990519672573,1164.990519672573,1164.990519672573,1164.990519672573,1164.990519672573,1164.990519672573,,1164.990519672573,1164.990519672573,1164.990519672573,1164.990519672573,1164.990519672573,1033.0991961250452,,1164.990519672573,,1164.990519672573,,1164.990519672573,1164.990519672573,1164.990519672573,,1164.990519672573,1164.990519672573,1164.990519672573,1164.990519672573,1164.990519672573,
32128,1114.0,1154.1373317543723,1154.1372942922483,1114.0,1114.0,1033.7253739533794,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,,,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,,,1114.0,,,,,,,,1114.0,,,,,,
32129,1114.0,1018.5757477603685,1209.4242522396316,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,,,1114.0,1114.0,1114.0,,,1114.0,1114.0,,,,1114.0,,,,,,,,1114.0,,,,,,
32288,1114.0,1998.2330513241745,1673.090019084248,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1592.4553659886126,1114.0,1114.0,-2039.2142096737502,1114.0,1633.4289936383286,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1826.0067796383862,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,,1114.0,,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0
32289,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1908.412928728977,1114.0,1114.0,-474.8258610967216,1114.0,1908.4129323677455,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,,1114.0,,,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,,1114.0
32629,1264.2436501812367,1252.131108962335,1134.4879071838836,1176.751125167933,1145.3947645894373,1139.7561968798575,1121.7457755638902,1134.9980077084665,1115.725721353687,1080.2590594588921,1101.3102798521759,1095.324163311074,1076.4131738926087,1089.6963813733387,1112.8321854167896,1135.671662478435,967.1361387417614,1114.0,1052.0767466839418,1066.1986265991502,1073.1496764173776,1101.4214429002698,1026.2352230517608,1083.154919215216,1080.5040568214001,1050.9687061502993,1070.808990115448,1041.396104518423,1096.946141774574,1027.5096007932675,1098.630220205786,951.242828654918,977.2986799845878,1086.469653325367,998.6332108139684,1042.1591692419895,1026.364354076637,1049.6450935612754,1057.6205946345178,1047.4678172142478,1015.4778587667128,1041.4177246748886,1038.6119627308676,1065.7523854173448,1035.1591213689728,993.6800772683479,1001.8466162288623,974.9158477436685,1008.6936320237473,986.9556462042182,975.2067153346364,936.6955520646368,885.8585782091077,894.2636851274231,896.5050922355852,904.1699587889711,882.6031864436972,1035.5855756556061,861.9835938896731,851.6466027603533,829.7417593371576,765.9265473005903,753.0625890239871,765.6379369788888
32630,1207.7820500629,1234.2966000955505,1098.2727314281806,1141.8791800044228,1196.5512735137795,1138.858836455972,1169.717362776657,1077.470435103739,1025.8910588336153,1096.2800672848068,1138.2313296874513,1136.3766083886803,1059.9733358082317,1043.0486953867276,1067.85405349783,1236.7989073477954,1025.8910588336153,1114.0,1025.8910588336153,1084.2497739643356,1045.3425714312698,1094.5106480888062,977.0912522658394,1070.027147600859,1004.3025047688959,1086.8144897071882,1084.090478241132,1089.2736884891883,1039.194751286926,1030.5439084000072,1091.7371276973286,1025.8910588336153,1025.8910588336153,1032.000051982714,998.637114557969,1001.9877663467129,1025.8910588336153,1025.951043057699,1025.8910588336153,1048.7624502807794,903.568216213132,1115.0670706458884,1025.8910588336153,1025.8910588336153,961.3284773003552,989.8084725351422,1025.8910588336153,958.1640598447314,1000.1852912681329,901.9825766371121,895.1222995285585,1025.8910588336153,821.1471682595624,1025.8910588336153,1003.4776083550205,982.3659340891371,858.4030363991029,1025.8910588336153,780.3921201933156,864.9709270727711,730.8179078593655,701.0925617685649,864.7509787004939,1025.8910588336153
32631,1105.633988664495,1102.7246892848607,1166.6648631202197,1180.6013120266975,1105.633988664495,1206.458380356195,1198.1228802391465,1105.633988664495,,1207.4794136679957,1105.633988664495,1105.633988664495,1105.633988664495,1105.633988664495,1025.2827892479468,1105.633988664495,1105.633988664495,1114.0,1105.633988664495,1105.633988664495,1105.633988664495,1149.363401578055,1105.633988664495,1105.633988664495,1105.633988664495,1105.633988664495,1105.633988664495,1105.633988664495,1071.613271615026,997.0173584892763,1014.6567062519883,1105.633988664495,1105.633988664495,1105.633988664495,1172.2861515204072,1105.633988664495,1105.633988664495,1048.1208037439255,1105.633988664495,1166.8826949932163,,1105.633988664495,1105.633988664495,1105.633988664495,1105.633988664495,1105.633988664495,1105.633988664495,1105.633988664495,868.8691024969661,1105.633988664495,1105.633988664495,1105.633988664495,1105.633988664495,,,1105.633988664495,1105.633988664495,1105.633988664495,1105.633988664495,1105.633988664495,1105.633988664495,1105.633988664495,1105.633988664495,
33304,1114.0,1209.4242522396316,1018.5757477603685,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,,1114.0,1114.0,,1114.0,,,1114.0,1114.0,1114.0,,,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0,1114.0,,1114.0,1114.0,,,1114.0,1114.0
33446,1114.0,1645.2745650617978,1114.0,-820.2504048071039,,1114.0,1114.0,1114.0,,1645.2748958662542,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,,,1114.0,,,1454.4259910861483,1114.0,1114.0,,,1645.2749527929104,1114.0,1114.0,,1114.0,,1114.0,,1114.0,,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0,1114.0,,,1114.0,1114.0,1114.0,
33632,1114.0,2200.906522370956,1898.6658670424822,1114.0,,1114.0,1114.0,1114.0,1114.0,-1618.1559701862097,1114.0,1114.0,3235.5227194742247,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1849.6087894054795,1114.0,1849.6089758383214,,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,,-1618.1569039452547,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0
33862,,1441.4124750574063,556.0426438271129,556.0426438271129,556.0426438271129,556.0426438271129,556.0426438271129,556.0426438271129,556.0426438271129,1366.302226216789,556.0426438271129,556.0426438271129,556.0426438271129,556.0426438271129,556.0426438271129,556.0426438271129,,1114.0,556.0426438271129,556.0426438271129,556.0426438271129,903.9770361376566,556.0426438271129,556.0426438271129,556.0426438271129,556.0426438271129,556.0426438271129,556.0426438271129,556.0426438271129,556.0426438271129,1099.423409176894,,,,-2588.859283626066,556.0426438271129,,556.0426438271129,,556.0426438271129,556.0426438271129,556.0426438271129,556.0426438271129,,556.0426438271129,556.0426438271129,,556.0426438271129,556.0426438271129,,556.0426438271129,,556.0426438271129,,556.0426438271129,556.0426438271129,,556.0426438271129,556.0426438271129,556.0426438271129,,556.0426438271129,,
33950,,1143.2255988289155,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1084.7744011710845,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,,,,1114.0,1114.0,,1114.0,,1114.0,,,1114.0,,,1114.0,,1114.0,1114.0,,1114.0,,1114.0,,1114.0,1114.0,,,1114.0,1114.0,,1114.0,,
33951,,1158.369740732566,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1069.6302592674342,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,,,,1114.0,1114.0,,1114.0,,1114.0,,,1114.0,,,1114.0,,1114.0,1114.0,,1114.0,,1114.0,,1114.0,1114.0,,,1114.0,1114.0,,1114.0,,
34080,1114.0,2184.3356044278057,-587.1709392594198,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,-466.6692570338548,1114.0,1114.0,1930.5257529212283,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1899.277652403243,1114.0,1723.7011865409895,,,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,,1114.0,1114.0,,1114.0,1114.0
34081,1114.0,2191.181865081407,1114.0,1114.0,1114.0,,1114.0,,1114.0,-1961.81116683947,1114.0,1114.0,1780.2101349288657,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1911.593727078909,1114.0,1648.8254397503067,,,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,,,1114.0,1114.0,,1114.0,1114.0
34353,1264.9059966128823,1360.7157982453662,1264.9059966128823,1264.9059966128823,1264.9059966128823,1264.9059966128823,1697.3658097814641,1264.9059966128823,1264.9059966128823,1253.9556164618084,1264.9059966128823,1264.9059966128823,1264.9059966128823,1264.9059966128823,1236.3492356450724,1264.9059966128823,1264.9059966128823,1114.0,,1264.9059966128823,1264.9059966128823,1264.9059966128823,1264.9059966128823,1264.9059966128823,1264.9059966128823,1264.9059966128823,1264.9059966128823,1264.9059966128823,1101.926452160578,1004.1683120181831,1264.9059966128823,,,1264.9059966128823,1264.9059966128823,1264.9059966128823,,,,1264.9059966128823,1264.9059966128823,1264.9059966128823,,1264.9059966128823,1264.9059966128823,1264.9059966128823,1264.9059966128823,1264.9059966128823,1350.766748590586,1264.9059966128823,1264.9059966128823,,1264.9059966128823,,,,1264.9059966128823,1264.9059966128823,1264.9059966128823,1264.9059966128823,1264.9059966128823,1264.9059966128823,1264.9059966128823,1264.9059966128823
34606,1216.1022575873444,1581.7189816902555,1280.5253613005334,1261.2158078440857,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,870.9562154648657,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,,1114.0,,,,1069.1321431132933,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,,,1283.9613569497246,1216.1022575873444,1267.308194335998,,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,1216.1022575873444,,,1216.1022575873444,1216.1022575873444,1216.1022575873444,,,1216.1022575873444,,1216.1022575873444,,,
34817,1355.986567603201,1292.3428795924954,1149.0684722757494,1162.1573991426612,1063.5500723576863,1117.5163769178687,1082.6691056547525,1164.9923415649462,1160.635606406539,1074.881473182018,1086.1145047160082,1087.629682672388,1053.3704414150902,1037.1975753943407,1159.5206645490146,1062.8291080245162,1035.64846560693,1114.0,1035.64846560693,1045.273991061001,1076.7384305954151,1051.5202342972452,1010.818029974643,1054.2871215281184,1072.4458758110297,1002.0848475488335,1081.1111489176103,955.469319702343,1091.5932422304707,1038.4726789673157,1100.4353019334146,1035.64846560693,1035.64846560693,1071.7494901298714,960.9326400434054,1006.302443532327,1032.591144598484,922.9474544308973,1035.64846560693,976.008852202395,1035.64846560693,1016.3267453762293,1035.64846560693,1035.64846560693,1037.251264071011,968.20643348421,1035.64846560693,981.9498143846714,1037.1891960720877,1011.0302826099771,940.8466391656847,982.1147065762316,912.8677441095128,1035.64846560693,1035.64846560693,763.4383926125538,891.4105712701546,,877.7191396800977,787.0252605351168,1035.64846560693,764.1541058179307,1035.64846560693,1035.64846560693
34818,1379.5297402458175,1273.5109741805709,1157.3382858108953,1191.3812314607305,1084.8943215569805,1066.0502482598517,1115.94411240133,1213.012013480049,1084.8943215569805,1143.5696715608099,1148.703383122899,1099.5614502147664,1142.0577158185333,1082.9394898550845,1264.855653410682,1077.9858383119074,,1114.0,1084.8943215569805,1150.1280798640234,1084.8943215569805,1115.9813540222492,1029.8329409601315,1081.2224660648521,1155.6519671608698,1029.246288580704,1084.8943215569805,954.6701216733575,1090.0432233841543,993.7672628934954,1117.6417008130977,1084.8943215569805,1084.8943215569805,1055.82851961071,1004.5895761178058,1028.2737112749971,1084.8943215569805,1084.8943215569805,1084.8943215569805,1001.9057554873784,1084.8943215569805,1196.114310975163,1084.8943215569805,1084.8943215569805,1084.8943215569805,1028.3646102820585,1084.8943215569805,1139.2830076670862,1038.5774073349712,1054.565027957813,964.327695279682,1084.8943215569805,919.2762085508059,1084.8943215569805,,1084.8943215569805,917.2962711916559,,887.1815881398206,886.6696373014274,1084.8943215569805,1084.8943215569805,1084.8943215569805,1084.8943215569805
34914,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,2398.7969514148017,1114.0,1114.0,-170.79695141480192,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,,,,1114.0,1114.0,1114.0,,,1114.0,,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,,,,,,,1114.0,1114.0,,1114.0,,
35028,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,,,,1114.0,,1114.0,,1114.0,
35287,-620.83756402586,1304.848726917745,-620.83756402586,-620.83756402586,,-620.83756402586,-2311.2445355534383,-620.83756402586,-620.83756402586,-620.83756402586,-620.83756402586,-620.83756402586,-620.83756402586,-620.83756402586,-620.83756402586,-620.83756402586,,1114.0,,-620.83756402586,,-2585.409531682336,-620.83756402586,-620.83756402586,-620.83756402586,-620.83756402586,,-620.83756402586,-2311.2445533774944,1064.0245095403607,-620.83756402586,,-620.83756402586,-620.83756402586,-620.83756402586,-620.83756402586,-620.83756402586,-620.83756402586,-620.83756402586,-620.83756402586,-620.83756402586,,,,-620.83756402586,,,-620.83756402586,-620.83756402586,-620.83756402586,-620.83756402586,-620.83756402586,-620.83756402586,-620.83756402586,,-620.83756402586,-620.83756402586,,-620.83756402586,-620.83756402586,-620.83756402586,,-620.83756402586,-620.83756402586
35596,1114.0,1114.0,1192.7384888291033,1114.0,,1114.0,1114.0,1114.0,1114.0,983.1520350245225,1114.0,1114.0,1220.1392833337886,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1072.3261424089787,1101.6440504036068,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,,,1114.0,1114.0,1114.0,,1114.0
35597,1114.0,1114.0,1209.4242522396316,,,1114.0,1114.0,,1114.0,1018.5757477603685,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,1114.0,1114.0,,,1114.0,1114.0,1114.0,,
35794,1114.0,1124.0807748331117,1182.9818515893098,1114.0,,1114.0,1114.0,1114.0,,1166.5975903100552,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1087.5521710767327,1114.0,1008.7876121907905,,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0,1114.0,,1114.0,1114.0,,,1114.0,
35795,1114.0,1114.0,1241.2323347781846,1114.0,,1114.0,1114.0,,,1050.3838326109076,,,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1050.3838326109076,,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0,1114.0,,1114.0,1114.0,,,1114.0,
35967,988.0353230622034,1289.8777840073,1132.2101892718636,1093.1614787697674,988.0353230622034,1162.2102102470742,1022.1140276733811,1148.134317108636,988.0353230622034,998.0584792168435,984.6488269834987,1020.2293113340766,953.7967359224133,1005.7981786975784,1045.2832955307983,1032.1876424752961,988.0353230622034,1114.0,988.0353230622034,988.0353230622034,1105.123650549737,950.6061238615209,1019.874023519214,988.0353230622034,964.538657394686,956.9897793168939,988.0353230622034,988.0353230622034,1081.8506133286342,1056.9371589946422,1058.127176708119,988.0353230622034,988.0353230622034,1014.9234817813926,913.4912796201257,978.9765722691176,988.0353230622034,988.0353230622034,,921.4543323116045,988.0353230622034,914.3325730132067,988.0353230622034,988.0353230622034,945.7155109686803,917.37810186002,988.0353230622034,904.6814543413371,1021.1058083735443,988.0353230622034,781.4367115190422,988.0353230622034,979.9098843870286,988.0353230622034,988.0353230622034,530.0650103068822,988.0353230622034,,988.0353230622034,988.0353230622034,988.0353230622034,562.0079255131614,988.0353230622034,
35968,963.2353079622292,1298.7424763616182,1124.9023191946414,1035.6513271039482,963.2353079622292,1072.0491048220358,1034.8995065097454,1017.8636914159924,963.2353079622292,937.6634874629159,927.9113883003467,946.8995066490862,884.2347525033235,947.4058085653685,963.2353079622292,963.2353079622292,963.2353079622292,1114.0,963.2353079622292,963.2353079622292,963.2353079622292,963.2353079622292,963.2353079622292,963.2353079622292,963.2353079622292,890.1182402446836,963.2353079622292,963.2353079622292,1115.8462081991622,995.9358790504641,994.6215063275813,963.2353079622292,963.2353079622292,963.2353079622292,757.7979374211975,963.2353079622292,963.2353079622292,,,846.6401122661541,963.2353079622292,895.6389685929569,963.2353079622292,963.2353079622292,963.2353079622292,916.6970395600354,963.2353079622292,963.2353079622292,892.0740463702833,963.2353079622292,682.5891172104493,963.2353079622292,824.2296589992809,963.2353079622292,,963.2353079622292,963.2353079622292,,963.2353079622292,963.2353079622292,963.2353079622292,963.2353079622292,963.2353079622292,
35969,1114.0,1207.1960003949043,927.6080099662665,1114.0,,1114.0,1114.0,1114.0,1114.0,1207.1959896388294,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,
36188,747.5358350782271,747.5358350782271,1091.9549282382814,1119.5858698143682,747.5358350782271,1108.093698543015,1087.9604029790762,747.5358350782271,747.5358350782271,891.4135390177878,747.5358350782271,747.5358350782271,781.1668820914217,956.6096866176374,747.5358350782271,747.5358350782271,747.5358350782271,1114.0,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,1117.5034838761253,1012.0786280009715,1001.4862016817017,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,,,,737.2104371203253,747.5358350782271,940.2157303735416,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,-2493.777797259074,747.5358350782271,,747.5358350782271,747.5358350782271,,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,747.5358350782271,
