node,chatgpt-4o-latest,llama-3.1-405b-instruct,gpt-4o-2024-05-13,gemini-1.5-pro-exp-0801,claude-3-5-sonnet-20240620,gpt-4o-mini-2024-07-18,llama-3.1-70b-instruct,gpt-4-turbo-2024-04-09,athene-70b-0725,gpt-4o-2024-08-06,gemini-1.5-pro-api-0514,mistral-large-2407,llama-3-70b-instruct,yi-large-preview,gpt-4-1106-preview,gpt-4-0125-preview,deepseek-coder-v2-0724,gemma-2-9b-it-simpo,deepseek-v2-api-0628,glm-4-0520,claude-3-opus-20240229,yi-large,reka-core-20240722,gemini-1.5-flash-api-0514,gemma-2-27b-it,qwen2-72b-instruct,yi-1.5-34b-chat,dbrx-next,eureka-chatbot,deepseek-coder-v2,nemotron-4-340b-instruct,claude-3-sonnet-20240229,reka-core-20240501,llama-3-8b-instruct,gpt-4-0613,command-r-plus,reka-flash-20240722,llama-3.1-8b-instruct,gemma-2-9b-it,claude-3-haiku-20240307,mistral-large-2402,command-r,reka-flash-preview-20240611,phi-3-medium-4k-instruct,mixtral-8x22b-instruct-v0.1,mixtral-8x7b-instruct-v0.1,phi-3-small-8k-instruct,gpt-3.5-turbo-0125,gemma-2-2b-it,phi-3-mini-4k-instruct,phi-3-mini-4k-instruct-june-2024,codestral-2405,gemma-1.1-7b-it,dbrx-instruct-preview,snowflake-arctic-instruct
337,1114.0,2177.7363825071607,1114.0,1114.0,2073.8001720043926,1942.434242841054,1114.0,2348.3794067026392,1114.0,1114.0,2133.4897493070775,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,-5701.177310655283,1114.0,1114.0,1114.0,1992.7282041226058,1114.0,1114.0,,,-2257.851890608989,1114.0,1114.0,1114.0,1114.0,2218.576951581913,1114.0,1114.0,1114.0,2392.4489157753515,2028.2326694408976,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,2019.2025069811716,1114.0,,,
338,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1209.4242522396316,1114.0,1114.0,1018.5757477603685,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,,,,
340,1000.0,1000.0,1688.4545980264056,1000.0,1644.0378990392778,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,-1983.1504980713407,1000.0,1000.0,1000.0,1755.5393194214305,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1895.118681584229,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,,,,
342,1000.0,1000.0,1080.2746652575736,1000.0,959.8626670458552,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,959.862667696571,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,,,,
343,1000.0,1000.0,1558.950381982428,1000.0,1750.7752733523603,1000.0,1000.0,1000.0,1000.0,1000.0,1630.9119489591992,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1704.402581767189,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-1645.0401860611669,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,,,1000.0,
344,1114.0,1114.0,-487.13543551072576,2977.3656268014965,1114.0,2735.170400501365,1114.0,-677.9807717325,1114.0,1114.0,3218.9275956237043,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,3124.4779072258484,1114.0,1114.0,,1114.0,1114.0,1114.0,3078.7491263415277,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,-5057.574449250703,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,,
345,1337.580825311199,1294.6206984413934,1236.7117315525416,1287.9745062392553,1302.8628921273548,1231.653058739144,1146.931239324721,1204.0279016665813,1144.1686008448726,1257.5367014289786,1213.124386166584,1218.3835792990994,1210.6228508325298,1219.2427482237586,1229.1768428695777,1207.300410729294,1180.6496859753493,1180.6496859753493,1207.3221608267881,1248.20111072607,1156.8183569089354,1280.6450712424212,1145.727751570008,1217.8388427224995,1119.3905465517173,1178.4039367316652,1084.427489826827,1180.6496859753493,1180.6496859753493,1276.8524121335427,1180.6496859753493,1180.6496859753493,1194.6936255639966,1118.8264538031403,1211.7758908128567,1175.3060094297248,1153.7609327357875,1106.8399397794915,1103.0933713797958,1187.3054083090801,1144.1969592529697,1175.481913594646,1058.4791430233383,1112.32749644994,1115.8901434997838,1114.0,1180.6496859753493,1034.0339571697227,1038.4626631648025,1180.6496859753493,1065.9159359335881,1180.6496859753493,1180.6496859753493,1180.6496859753493,
346,1114.0,1114.0,1114.0,1114.0,1297.7789951938903,1170.9115356293435,1114.0,1114.0,1114.0,1114.0,1184.2803345198781,1114.0,1114.0,1114.0,1114.0,1265.9385655978263,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1047.3343322719359,881.2294520590353,1046.3792998860176,1114.0,1114.0,1114.0,1206.214079164258,1114.0,1114.0,1155.4934259236936,1114.0,1114.0,1114.0,1114.0,1001.8207506131201,996.6192291410013,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,,
349,1114.0,1114.0,1114.0,1114.0,1158.369740732566,1114.0,1114.0,1114.0,1114.0,1114.0,1069.6302592674342,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,,1114.0,,1114.0,,1114.0,,
350,1114.0,-3367.9450536397117,943.6352124413211,1114.0,1057.2734266048892,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1481.4302587527804,1251.2427514084457,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,869.1205616187517,1114.0,1481.4323632019696,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1188.0774651570468,1114.0,,1114.0,5121.733014454501,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,
351,1114.0,1114.0,1066.2878999213572,1114.0,1066.287859279733,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1066.2878999213572,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1257.1363408775528,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,
352,1114.0,1114.0,-170.79695141480192,1114.0,2398.7969514148017,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,,,
354,1114.0,1114.0,1114.0,1114.0,1861.2672227443668,1114.0,1114.0,1114.0,1114.0,1114.0,1861.267224637917,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,-380.53444738228086,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,,,
355,1114.0,1114.0,1114.0,1114.0,1158.369740732566,1114.0,1114.0,1114.0,,1114.0,1069.6302592674342,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,,,
360,1114.0,916.1327528448735,1077.4008499257077,1114.0,1118.362025986505,1127.4720892562755,1114.0,1114.0,1114.0,1139.333080692281,1173.0560477065517,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1222.5442368158322,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1216.755091221688,1114.0,1114.0,1114.0,986.8073035673988,1114.0,1114.0,1114.0,1114.0,986.8073035673988,1114.0,1114.0,1114.0,1114.0,1289.3292184154877,1114.0,1114.0,1114.0,1114.0,,,1114.0,,,1114.0,
362,1114.0,1114.0,1087.029773807747,1114.0,1232.8198614456426,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,1114.0,,3494.0462936114354,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1159.9242130106365,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,-1403.820141875387,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,,,1114.0,
363,1273.3184002676599,1243.8812464806638,1289.708825937233,1204.498130637859,1239.2973958313282,1190.403033656547,1258.2206372426572,1181.040681825677,1224.6742014328738,1186.531396413191,1229.1936314859054,1168.351599780841,1175.2925555005388,1207.767082187815,1223.6830112149441,1235.737786245992,1279.3810477009492,1166.8479132050215,1163.1699505802296,1124.477672960581,1237.6464929375884,1190.9438845821783,1212.8233581936565,1197.0653491965027,1167.542274767021,1113.2795374289258,1181.5606869156047,1166.8479132050215,1166.8479132050215,1232.3091530336978,1130.50661760799,1143.4838988227611,1142.9232902560193,1089.4230173695087,1101.2851364403668,1173.3349255959379,1101.0093128652104,1136.662777919394,1113.16021714312,1130.6910217687264,1150.3750209879581,1073.705564844151,1127.1186176553874,1083.0525778672009,1039.7675287232128,1114.0,1139.3112702582673,1166.8479132050215,1032.442881003441,1166.8479132050215,1033.6595687051301,1154.1396503635735,1166.8479132050215,,1166.8479132050215
364,1214.8891936829064,1239.0133227006418,1230.089342266996,1176.4993190808523,1175.4054094232429,1202.026551541759,1225.391515595666,1036.7819576331624,1162.8896207405642,1133.358616439294,1192.679820243487,1136.5891802846759,1131.3102406810162,1243.482964403654,1130.3856703615315,1167.0402479831196,1257.7927220508968,1136.5891802846759,1156.254893259266,1136.5891802846759,1191.9435657739054,1145.2278537730117,1192.1139679669932,1180.9505465545708,1105.7541395615121,1092.6538147396122,1139.4902342241592,1136.5891802846759,1136.5891802846759,1202.5408333934852,1040.2231875508378,960.3111642086736,1027.7945779764214,1032.3333702951118,1063.8241227973253,1207.8634624643396,1094.6876829273715,1100.8312063604835,1092.569096751178,1053.0277188215168,1088.649859342266,1136.5891802846759,1117.5236016125173,1054.4253086328945,1136.5891802846759,1114.0,1136.5891802846759,1136.5891802846759,1089.536487570787,,1136.5891802846759,1136.5891802846759,1136.5891802846759,,1136.5891802846759
365,1729.5722656241176,1114.0,1114.0,1114.0,1598.1873951148061,1114.0,1114.0,1114.0,1114.0,1114.0,1630.4515321530153,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,-502.2111928919203,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,,
366,1797.516095671106,1114.0,1114.0,1114.0,1606.6671936453643,1114.0,1114.0,1114.0,1114.0,1114.0,1797.515343148807,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,-745.6986324653362,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,,,,
367,1114.0,1114.0,1114.0,1114.0,1018.5757477603685,1114.0,1114.0,,1114.0,1114.0,1209.4242522396316,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,,,,,,,
368,1114.0,1249.3523554741566,1019.4473085604905,1114.0,1093.600245630201,1114.0,1114.0,1114.0,1114.0,,1093.600090335152,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,,1114.0,1114.0,1114.0,,
373,1114.0,1114.0,1401.1866476713656,819.1042056211987,1384.7720603923385,1114.0,1114.0,1114.0,1114.0,1247.2892776582007,1229.1219742007959,1114.0,858.2629164812977,1114.0,858.2629179748031,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,,,,
375,1045.0524836062991,1060.6767894893162,1053.5301186086695,769.0589497518038,1064.4808046710864,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1083.7696773288403,1315.4922864077523,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1028.433254857685,1022.6340394658355,934.6803666863658,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1045.0524836062991,1048.8210324019358,1045.0524836062991,1045.0524836062991,,1045.0524836062991,1045.0524836062991,1045.0524836062991,1114.0,1045.0524836062991,1045.0524836062991,1045.0524836062991,,1045.0524836062991,1045.0524836062991,,,1045.0524836062991
383,1309.7362492174557,1217.5020258911559,1313.969441738533,1210.8849987800954,1255.7582198718728,1164.7847440665537,1183.7796362219879,1266.4580024883558,1204.6915587094336,1183.7796362219879,1238.4651368465802,1006.068288095949,1213.4450213785458,1193.5441718685465,1306.7565774222012,1275.4024863005875,1279.240892569771,1183.7796362219879,1131.9557975175176,1147.9984295623901,1275.6893543572592,1217.7409324876799,1190.6918841037213,1198.201926433911,1223.9558498485335,1146.1470691494087,1211.5689029461332,1183.7796362219879,,1239.3684129215821,1178.1673254685397,1273.6922674278321,1244.0991921546156,1102.0526592078381,1099.0020720801026,1130.6611085721593,1183.7796362219879,1154.7280169558449,1113.664310949111,1187.675426232162,1127.7338181634925,1080.012089840499,1112.1297184660305,1091.7216276005665,1020.1876651867934,1114.0,1183.7796362219879,1183.7796362219879,1183.7796362219879,1183.7796362219879,1065.4114122221463,1183.7796362219879,1183.7796362219879,,1183.7796362219879
385,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,2398.7969514148017,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,,,-170.79695141480192,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,,,,
397,1000.0,1000.0,1000.0,1000.0,1046.9580786742295,1000.0,1000.0,1000.0,1000.0,1000.0,976.5212937165365,1000.0,1000.0,,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,,976.5206276092341,1000.0,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,,1000.0,,,1000.0,1000.0,1000.0,,1000.0,,,,1000.0
398,1299.4762558278053,1291.966981204725,1261.9093332027583,1240.90730465253,1297.5389110682572,1243.4666997610493,1261.5764108557714,1332.6334081651921,1276.0691045263538,1283.3275455792095,1242.0466228014661,1214.6546112987369,1265.8056661294963,1275.767039268385,1196.9034341936556,1248.059906851603,1179.3646970688162,1182.5433448076055,1231.0566983236943,1277.509326622761,1247.7630694521004,1236.4929786866865,1135.9067650266925,1193.343938758785,1216.1048435885004,1194.7112587710744,1244.725638172465,1214.987619858989,1214.987619858989,1260.5258285776945,1215.4610063029231,1210.1003931122964,1247.9532806441184,1167.518400469811,1234.5622444268513,1206.9341211405522,1159.8801033594787,1125.569121906475,1189.74330958056,1161.8590618816802,1199.02325527313,1172.3865003521778,1121.5052155094027,1178.1928459712012,1165.449944378393,1114.0,1214.987619858989,1141.903319508404,1120.382962491417,1214.987619858989,1139.83542381975,1214.987619858989,1214.987619858989,1214.987619858989,
399,1189.4646235300174,1216.3881273965385,1185.2990149293405,1190.7186589212674,1209.7171814646968,1196.9026263438618,1162.6513002426686,1284.8542114884362,1217.7012304081445,1203.6253059909059,1145.5664611462907,1158.4999809045537,1199.7230831193601,1163.831662500482,1126.594559682567,1215.2205434107118,1129.0899218110721,1146.8161657291303,1161.4168556540085,1228.579435967633,1155.7836170033788,1160.2744545044966,1110.6229921250067,1108.5680363532315,1166.3485319053054,1168.1582589093077,1175.634571856343,1146.8161657291303,1146.8161657291303,1238.8277915442532,1128.9207814203453,1143.6064328956186,1146.8161657291303,1077.8637936577657,1157.3062121561306,1074.9698938464926,1106.1576314324386,1072.4874831279471,1101.537670900509,1069.7380621013208,1118.7394005699318,1113.224331062212,1012.1420668759189,1066.1649036055296,1144.0778587393543,1114.0,1146.8161657291303,1073.485056956658,1088.9604231411795,1146.8161657291303,1073.2824162076345,1146.8161657291303,1146.8161657291303,1146.8161657291303,
400,1184.8828037743501,1202.4960646355144,1133.956687741897,1140.4140648256569,1157.6611021279432,1158.295627343222,1135.2700925996696,1114.0,1151.9240989399425,1174.4397967905888,1152.3678182203569,1123.4118927855234,1146.6477619749855,1086.2054538323246,1077.8072433278621,1114.0,1114.0,1114.0,1076.2168946630527,1219.5491018362882,1157.557829175049,1140.3350209544733,1114.0,1107.7963742396448,1156.171604527493,1110.9518136862125,1114.0,1114.0,1114.0,1192.7144685669853,1157.8760373166315,1124.522016213075,1114.0,1114.0,1114.0,1020.776126897546,1114.0,1008.6528122731602,1061.845257980978,974.016161620777,1011.0016014878531,1114.0,1028.2861388164251,1072.5069686890383,1096.1935968013222,1114.0,1114.0,1042.9531922397255,1090.2964730944332,1114.0,1114.0,,1114.0,,
401,1114.0,1114.0,1112.591181768395,1088.7557228203023,1107.845801384913,1194.3784415024832,1114.0,1114.0,1114.0,1114.0,1222.8925437587131,1128.533072031758,1078.993712687583,1017.493071294384,1114.0,1114.0,1114.0,1114.0,1077.0552774765008,1114.0,1114.0,1111.953799326112,1114.0,1114.0,1213.2488979937148,1114.0,1114.0,1114.0,1114.0,1114.0,1108.1268556845534,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1020.1316222705873,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,
402,1062.6022440103172,1272.6020990036598,1025.9254222131012,1158.1837597655822,1141.0601341138747,1114.0,1114.0,1114.0,1114.0,1278.6393257054947,1103.9963099307854,1114.0,1176.0546551011082,1114.0,1114.0,1114.0,1114.0,,983.0482411628672,1114.0,1094.432316448969,1114.0,1114.0,966.8302657276768,1062.7094433152197,1114.0,1114.0,,,1166.5464373545274,1103.3693461468165,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,
404,1114.0,1114.0,1114.0,1194.000199923939,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1194.000199923939,1114.0,1114.0,1114.0,1114.0,,1073.5876016197635,1114.0,1114.0,1114.0,1114.0,1194.000199923939,914.4117986084199,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,
406,1130.5793052726322,1140.4785999688202,1185.5385552675461,1164.068390532245,1174.8711413563915,1151.916834334147,1103.9576256124321,1227.0958419822189,1169.672486625682,1185.173276470239,1058.7301006200714,1127.5339890996308,1159.655368532164,1113.663776085939,1114.0,1114.0,1114.0,1114.0,1192.1806180109172,1114.0,1095.9437444929665,1097.6198193506953,1114.0,1023.5004210852246,1102.9939015375737,1133.721940137277,1096.5118505762746,1114.0,1114.0,1114.0,1029.3305428067392,1114.0,1114.0,981.2814869226936,1157.1044042890894,1022.9468527357861,1063.2390040622377,1054.9308015689546,1086.195029135155,1082.8481018281545,1114.0,1114.0,1114.0,1114.0,1122.5074816875913,1114.0,1114.0,1114.0,1098.2087080125104,1114.0,1114.0,1114.0,1114.0,1114.0,
407,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,,1000.0,,
408,1114.0,1183.5474822770223,1133.3161460170365,1164.1184206612427,1160.2025740535992,1161.8701426575142,1114.0,1249.4233525290238,1114.0,1152.582201621469,1092.8171117652432,1058.7378067858983,1110.9724607072233,1220.2241362142254,1114.0,1114.0,1114.0,1114.0,1165.8907493466927,1114.0,1122.7143953776108,1015.7651465362678,1114.0,1114.0,1114.0,1111.1831509923363,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,984.3147565930332,1114.0,1069.104045968104,1114.0,1114.0,1114.0,1114.0,1114.0,895.2159198964575,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,
409,1114.0,1114.0,1018.5757477603685,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1209.4242522396316,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,,1114.0,1114.0,
410,1114.0,1114.0,1161.0200134550778,1157.352606184914,1193.0861319676792,1114.0,1114.0,1193.9228846983099,1114.0,1123.8594113661438,1123.8988565769928,1123.2806187649694,1135.3150827375443,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1155.240953415456,1114.0,1114.0,1114.0,1105.3714701234626,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1086.7514808887695,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,808.9004898206806,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,
412,1485.66364330732,1431.7458751617337,1409.3620280754778,1365.5236908864422,1474.9095880492548,1325.2162590532112,1423.4999458642526,1443.7516689125791,1391.6226752326318,1449.872386561244,1435.5537612011537,1339.911354038254,1390.7279262710347,1354.7400801809795,1334.3008788821012,1336.6785589522847,1354.7400801809795,1354.7400801809795,1382.6341534281653,1411.2324717839713,1420.4228096268378,1397.2918626216706,1206.7648131624924,1360.8377472515795,1292.6113660914734,1285.7731169593849,1354.7400801809795,1354.7400801809795,1354.7400801809795,1351.4581067257388,1417.7309314606127,1403.678466935084,1379.4090848158833,1338.6121642784672,1363.4829137710196,1354.7400801809795,1281.6118149118663,1254.4931327819866,1360.2700101359353,1296.417875182692,1354.7400801809795,1354.7400801809795,1316.4363886137126,1355.5501853039996,1354.7400801809795,1114.0,1354.7400801809795,1354.7400801809795,1173.6870704359799,1354.7400801809795,1277.3763201496922,1354.7400801809795,,1354.7400801809795,
415,1000.0,631.047463288054,1000.0,1000.0,626.6489241553096,299.82132053000225,1000.0,1000.0,1000.0,1000.0,3742.7112913214987,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,261.7779331096317,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,437.9930675955044,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,,1000.0,1000.0,,1000.0,,,,
417,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,,,1114.0,1114.0,,1114.0,1114.0,,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,,,,1114.0,1114.0,,,,
418,1114.0,1114.0,2055.4451862587284,-648.4786420740361,1935.0334558153163,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,
