node,depth,chatgpt-4o-latest,gpt-4-1106-preview,gemini-1.5-pro-exp-0801,gpt-4o-mini-2024-07-18,gemma-2-9b-it-simpo,gpt-4o-2024-08-06,gpt-4o-2024-05-13,llama-3.1-405b-instruct,llama-3-70b-instruct,llama-3.1-70b-instruct,gpt-4-turbo-2024-04-09,athene-70b-0725,gemini-1.5-pro-api-0514,mistral-large-2407,yi-large-preview,claude-3-5-sonnet-20240620,gpt-4-0125-preview,gemini-1.5-flash-api-0514,reka-core-20240722,claude-3-opus-20240229,gemma-2-27b-it,deepseek-coder-v2-0724,command-r-plus,gpt-4-0613,dbrx-next,eureka-chatbot,deepseek-v2-api-0628,llama-3-8b-instruct,reka-flash-20240722,gemma-2-9b-it,dbrx-instruct-preview,command-r,llama-3.1-8b-instruct,qwen2-72b-instruct,mistral-large-2402,glm-4-0520,nemotron-4-340b-instruct,claude-3-haiku-20240307,yi-large,mixtral-8x22b-instruct-v0.1,reka-flash-preview-20240611,claude-3-sonnet-20240229,reka-core-20240501,yi-1.5-34b-chat,gemma-2-2b-it,gpt-3.5-turbo-0125,mixtral-8x7b-instruct-v0.1,phi-3-medium-4k-instruct,phi-3-small-8k-instruct,gemma-1.1-7b-it,deepseek-coder-v2,codestral-2405,snowflake-arctic-instruct,phi-3-mini-4k-instruct,phi-3-mini-4k-instruct-june-2024
178,4,1250.5750143686876,1091.4194175479718,1247.3489414654664,1213.7649163537058,1137.9637572790703,1156.8252477025785,1172.0127495607157,1163.6794346320567,1109.0920963196936,1093.6025856536407,1143.6110819161495,1165.9233616710678,1161.2580642663636,1109.4700104322183,1137.9637572790703,1191.930245991521,1137.9637572790703,1133.694053717703,1241.4696889228637,1185.5909774998338,1197.14738479932,1119.2574131399492,1150.9619035605579,949.8387150753841,1137.9637572790703,1137.9637572790703,1116.610601802261,1076.9221677072615,1086.7988165528873,1144.921323416815,1137.9637572790703,1194.7942392945258,1037.3083898658151,1143.3449181713029,1137.9637572790703,1143.6390351014495,1137.9637572790703,1104.187047141703,1155.2578472029413,1140.4134944047241,1160.723481262456,1137.9637572790703,1053.6512102025767,1159.1664771744715,1137.9637572790703,1137.9637572790703,1114.0,1019.3978787740567,1137.9637572790703,,1143.0125439319736,1137.9637572790703,,1137.9637572790703,1137.9637572790703
179,4,1450.3191653160022,1175.509878707331,1405.2648331364153,1411.7714869041763,1271.3174146579013,1476.2071400173295,1354.3316753834843,1379.524910418652,1278.6649046409539,1358.8583639993556,1234.9703831314714,1423.2522464714202,1368.0798163759837,1271.3174146579013,1311.0123027805196,1314.8999236689265,1271.3174146579013,1173.8210369508224,1290.9733356440283,1264.1019127740815,1266.1621517518759,1271.3174146579013,1271.3174146579013,1391.594915680574,1271.3174146579013,1271.3174146579013,1256.7797525002366,1167.3863060840981,1271.3174146579013,1145.6408808982987,1271.3174146579013,1269.3007780072865,1208.3721312794885,1183.5579657294743,1271.3174146579013,1271.3174146579013,1083.4158626646183,1219.9936446420932,1194.3620654322726,1173.482260749575,1268.839934659392,1244.0159275766548,1271.3174146579013,1278.4939475660658,1268.7309086045077,1271.3174146579013,1114.0,1181.7134553725834,1271.3174146579013,1271.3174146579013,1180.0207221643968,1271.3174146579013,1271.3174146579013,1271.3174146579013,1271.3174146579013
180,4,1235.5004758052455,1163.5353313140604,1166.1378955840198,1214.050519031039,1114.0,1059.1597959282292,1204.2332875828101,1089.3050823544347,1098.5627478468791,1199.4643815001753,1091.7785382211036,1212.1495297644246,1177.0578981148471,1021.5706842139468,1114.0,1142.1779275995366,1043.875303861737,1089.9026557144143,1124.5115115673125,1108.1185193492047,1163.4081932122447,1234.249641582844,1067.5951242597855,1067.6293046006717,1114.0,1114.0,1131.590015038645,1180.9144989398462,1081.0377478875112,1120.458365564443,1114.0,1114.0,1078.416049691562,1091.8259660881454,1114.5830032893418,1253.8596336901194,1010.5212474814516,1102.3200925720244,1035.6351153035744,1070.75764625298,1079.656918826981,1191.9209973047994,1039.4639970174771,1087.434998846278,1063.903529574126,1042.195699261602,1114.0,998.6777318640605,1114.0,1114.0,1117.5904889827798,1148.3928495286007,1114.0,1114.0,1000.8690579846843
181,4,1199.9311358480018,1063.94197103621,1166.1562139874004,1173.8755598324233,1142.4092850831967,1157.7717801392591,1245.0051616412886,1190.8974562072503,1199.2285073490336,1206.850817608982,1160.7514531002685,1199.0774045444896,1209.481741791384,1215.1629731700336,1232.8480779188744,1172.8903583584506,1183.0112535725355,1141.7172477753736,1115.0612170091047,1181.805505084705,1162.4326179336304,1174.1146889149518,1176.615073826262,1099.1763414684303,1142.4092850831967,1142.4092850831967,1183.1002282152608,1121.7432610006394,1117.6530690861582,1094.5501971962444,,1033.46053664305,1112.8017184045348,1125.5783983067313,1149.3051034398868,1169.815110312187,1197.6945280856035,1155.4102975890441,1195.8303234577481,1108.6589489377436,1126.1366135065477,1069.9339851108643,1096.360051182553,1205.6936603731035,1083.1659929975413,1017.1483362842014,1114.0,1102.9886614824431,1098.03322045705,1064.4549250684763,1034.8304267231274,1142.4092850831967,1142.4092850831967,1142.4092850831967,1029.493532014357
182,4,1076.3807681624976,1114.0,1114.0,1114.0,1114.0,1114.0,1147.685311905098,1114.0,1114.0,1114.0,1085.450622052232,1114.0,1114.0,1114.0,1114.0,1136.3647168507932,1114.0,1058.2369931202775,1114.0,1131.7757625053475,1077.2509684749455,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1032.3078659052512,,,1251.1781121209135,1114.0,1114.0,1114.0,1114.0,1052.0608337073222,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1205.3080451953217,,1114.0,,1114.0
183,4,1212.7448088166773,1114.0,1064.213765275364,1184.5779699594225,,1114.0,1201.4725415564137,1038.22942282515,1128.2234559868152,1027.926418568699,1105.7955235949332,1114.0,1184.1112546382535,1114.0,1114.0,1166.393895412542,1114.0,1094.550130584488,1114.0,1114.0,1136.02844619405,1114.0,1114.0,1114.0,,1114.0,1114.0,1139.78190303162,1114.0,911.9504635555714,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0
184,4,1249.3523554741566,1114.0,1114.0,1114.0,,1114.0,1019.4473085604905,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1093.600245630201,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1093.600090335152,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,1114.0
185,4,1070.0288575784857,1114.0,1114.0,1198.4156278142955,1114.0,1114.0,1269.7712773584606,1175.1528660822623,1059.7196848526928,1114.0,1059.4157720463174,1158.2423302690697,1136.6020460500629,1102.6639212743971,1114.0,1140.1464491513805,1114.0,1072.1497585115644,1119.612691664136,1225.8450383685574,980.6603116453658,1114.0,1114.0,1290.7469344906651,1114.0,1114.0,1114.0,1114.0,1026.7524073654422,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1020.0286299620177,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,946.0453955148265,,1114.0,1114.0,1114.0,,1114.0,1114.0
186,4,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,127.04688082288726,1114.0,1114.0,1114.0,3087.9060921304817,1114.0,1114.0,127.04702704662543,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0
187,4,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1025.8283131299222,1114.0,1114.0,1125.3958335025618,1114.0,1114.0,1114.0,1190.775853367516,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,,,1114.0,,1114.0,1114.0,1114.0
188,4,1153.8108406657122,1167.4090121874997,1102.6741550413003,1081.5521925206272,1114.0,1154.2570907297347,1163.3757208605741,1114.0,1065.6051204905334,1189.5038878440607,1275.7593584863503,1028.7932753574337,1152.622563687412,1155.0063090429699,1114.0,1175.337874957371,1114.0,1114.0,1114.0,1108.6312627485786,1128.7771977712077,1063.2490256455717,1105.7215547065312,1146.6542322136954,1114.0,1114.0,1043.9415013681512,1114.0,1120.4612296744476,1003.0291638059809,,1114.0,1046.6951283425528,1114.0,1114.0,1083.1182997709634,1114.0,1114.0,1114.0,1076.778519253152,1114.0,1057.2354828275884,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,1114.0
189,4,1258.2250751418712,1114.0,1157.4864529637844,1059.3876751240296,1114.0,1111.080622530747,1078.206070712621,1117.8802351254335,1114.0,1115.5760604145466,1114.0,1089.173604316858,1071.949678661527,1114.0,1119.4451820712575,1127.247941174655,1114.0,1129.8334018198534,1114.0,1114.0,1048.2153311198208,1114.0,1114.0,1114.0,,1114.0,1145.3223097201167,1114.0,1114.0,1072.8745499787817,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1106.1691609747213,1114.0,1096.9327550320934,1114.0,1114.0,1114.0,1189.411844377255,1114.0,1052.7126447979122,1114.0,1114.0,1114.0,1114.0,,1132.8694039421146,,,1114.0,1114.0
190,4,1114.0,1051.1185612320332,1232.0579307522082,1114.0,,1035.8565369125415,1227.0500561445604,1171.5008705298853,1133.9484197601332,1101.1685018687085,1049.6562373443367,1193.5537436710085,1020.4394552453608,1193.9316936163755,1114.0,1206.2480713687148,1164.6464640002557,1072.574166120804,1114.0,1131.000574086293,1070.4867142500884,1114.0,1114.0,950.6241607266211,,1114.0,1057.895218708269,1159.7276109879806,1187.1547432461953,1045.2199676794714,1114.0,1044.247620109365,1119.8957513209773,1099.01070128215,1114.0,1279.9429552426284,1114.0,1186.4818446602096,1150.8648707053574,1112.765510003541,1114.0,1037.841170338197,1026.8228684254532,1114.0,1042.6272754806887,1250.8429207070462,1114.0,1114.0,1114.0,1114.0,1140.538473434071,1114.0,,1114.0,928.2583400384706
191,4,1148.4837454810875,1114.0,1233.1693255290847,1300.4450427927213,1114.0,1062.0180688943478,1145.3138224765814,1217.9556587752659,1130.6527163471287,1260.9978745084989,1123.986801854203,1047.2591297529175,1101.5856117476087,1060.0573253952352,951.6822227873239,1158.9123323718522,1114.0,944.982507567519,1114.0,1015.5404607975283,1139.6790227865351,1114.0,1114.0,1114.0,,1114.0,1114.0,1163.1248958264082,1114.0,1132.0949036122392,,1114.0,1136.701229173012,1114.0,1114.0,1114.0,1114.0,1135.3020656108556,1114.0,1114.0,1114.0,1114.0,1114.0,1092.1227169310205,1024.132945525121,,1114.0,1114.0,1114.0,,1009.7995734559045,,,1114.0,1114.0
192,4,1170.7876910359876,959.5521992308625,1244.6244100435324,1025.3437856024423,,1119.77425480372,1155.9716117768378,984.5176374375388,1197.4500533401501,1114.0,1114.0,1114.0,1163.9403171495142,1170.040872374891,1313.4840423817022,1225.702837175272,1222.1467985544432,1149.5552231878823,1114.0,1161.952412727206,1107.784792958694,1114.0,1114.0,1114.0,,1114.0,972.3965113350198,1182.5468125457041,1114.0,1077.5657961141642,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,931.2619505649841,1114.0,1114.0,1114.0,1114.0,921.6611014640981,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1049.9388881953532,,1114.0,1114.0,1114.0
193,4,1066.5875804817633,1114.0,1242.6374443020916,1100.5347957945837,,1114.0,1341.5857741369466,1114.0,1120.745112336253,1114.0,1114.0,1114.0,1118.5356047990426,1190.578581858044,1114.0,1169.7240842834794,1114.0,1003.8256137272855,1114.0,1114.0,1077.0118075592572,1114.0,1114.0,1114.0,,,1144.7769313197482,1391.8506419858777,1114.0,1027.5337860559796,,1114.0,988.0938775437027,1114.0,1114.0,1114.0,1114.0,899.6204868102571,1114.0,1114.0,966.5501403563812,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1087.8077366493062,1114.0,,1114.0,1114.0
194,4,1322.2757000410884,1139.6284757209082,1368.082303052954,1345.9107313958157,1267.838833262324,1290.1825212140402,1307.6370696164358,1407.5429485625946,1363.0944035919983,1334.806033895095,1392.4909962746215,1304.6974139304734,1286.4344438538826,1332.7073062900427,1406.369257830887,1251.9505124809086,1278.2030234706158,1249.9686008809701,1257.5160626868555,1268.7224621832552,1260.327569912732,1250.8687730818176,1224.9616125525188,1293.1676752637572,,1267.838833262324,1262.8645750415837,1329.935091986431,1242.2805653182463,1282.507077068138,,1210.6761488574057,1185.037381063102,1266.3848135964984,1213.5799912358984,1267.838833262324,1308.217026472143,1238.2954172745708,1357.570833450487,1205.149938281159,1213.574077311549,1215.846192807146,1276.0676157721896,1270.8593988501218,1111.0331043919327,1176.6878184792754,1114.0,1189.140693439805,1267.838833262324,1267.838833262324,1177.6550050603084,1267.838833262324,1267.838833262324,1267.838833262324,1267.838833262324
195,4,1200.9058018995502,1103.2737491837574,1147.4124058982488,1209.978339762732,1132.3807801519106,1159.2893481506899,1224.2635317338695,1214.2266344258023,1210.9517252830656,1220.1239474570652,1089.5179574211734,1219.7800494925186,1131.5368831779983,1149.3447505602599,1095.0553925452268,1051.9090859068433,1132.3807801519106,1125.3886293261294,1117.2480932814851,1079.0468334114498,1069.4150062379772,1132.3807801519106,1162.364208900653,1060.3065554038649,1132.3807801519106,1132.3807801519106,1128.5391775717712,1098.2624000785136,1213.5909799791161,1162.0556572496484,1132.3807801519106,1132.3807801519106,1160.8039010103407,1099.6615911554268,1132.3807801519106,1154.2842927175357,990.3925283238028,1100.7609520327114,1183.8083788181234,1081.3623800398218,1097.83407647674,1106.23262259901,1096.4706675451093,1268.5354326441902,1132.3807801519106,1132.3807801519106,1114.0,1132.3807801519106,1132.3807801519106,1132.3807801519106,1070.7856847190774,,,1132.3807801519106,994.1307735032182
196,4,1189.702497064059,1207.108078106732,1141.883173747587,1100.0153326270297,1117.4292690043942,1179.9817911586665,1167.1410679502644,1189.7204205747112,1134.086120625527,1136.7919985562485,1187.8441896368938,1115.9506231863686,1151.6500849460888,1189.349343861234,1135.2102321194166,1170.8646562989416,1098.9641341748684,1109.9404996476333,1116.9076022456227,1154.4252091654264,1067.3622423599195,1132.1188885520003,1049.6304830185695,1132.0366664657336,,1114.0,1139.2868206060573,1045.3846662923581,1091.9430693094919,1050.6775950640977,1114.0,1044.3405167375,1093.923557432965,1157.4767210187717,1121.1300568439347,1118.1599577117927,1129.5712507500598,1047.4437672992356,1137.6122433822713,1078.8061131288305,1061.9676755618725,1058.2862412628865,1071.5791090234095,1080.097593857447,1036.4611590649677,1114.0,1114.0,1097.8059923395426,1063.192075525331,1114.0,1071.1367328289334,1114.0,1114.0,1114.0,1071.6024798643061
197,4,1092.914699506723,1114.0,1299.5699722817753,1114.0,1114.0,1057.9850775215223,1137.8660609114108,1293.6722318359361,1016.8777704580577,1061.8626379243067,1114.0,1114.0,1186.3568796020522,1053.2405660254567,1114.0,1292.1799082596956,1114.0,1114.0,934.1902306083955,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1119.3581366624976,1114.0,1114.0,1170.3094139625896,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1043.5016076319243,1114.0,1114.0,950.1148068076567,1114.0,,1114.0,1114.0,,1114.0,1114.0
198,4,1114.0,1114.0,1260.8435356364316,1036.8909204283184,1114.0,1050.47264358032,1201.2901114914373,1186.4140726751962,1168.913777057405,1114.0,1286.2058790054264,1171.3646102927773,1034.5633258928656,1241.093404977963,1151.6720743415488,1240.2314895277875,1114.0,1115.414011103657,1179.2758000052668,1076.8172954257857,1044.1668486459662,1114.0,1040.2038045603315,1114.0,1114.0,1114.0,1078.8275225167818,1114.0,1114.0,1004.8796888254943,,1114.0,1114.0,1071.5379219236056,1114.0,1114.0,1114.0,1168.9977275563213,872.4892128566615,1206.2745805839834,1114.0,1068.233024422659,1114.0,1114.0,1114.0,892.9267166660087,1114.0,,1114.0,,1114.0,,,,1114.0
199,4,1365.6108936099147,1114.0,1484.750563144902,1114.0,,1252.3492047828995,1363.1463541775984,1114.0,1192.675919675044,1114.0,1492.889532701837,1114.0,1327.383906244848,1360.2786727076846,1114.0,1419.3292585783806,1114.0,1114.0,1114.0,1510.1321915008816,1253.9607534604636,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1653.5199743225298,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,-2194.027224906982,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0
200,4,1241.5011396558593,1000.0,1018.9990376711659,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,784.4640879485954,1000.0,917.0305231514931,1000.0,1000.0,881.3588642186371,1000.0,1000.0,1000.0,1000.0,1146.8792926775093,1000.0,1000.0,946.6889011269865,,,1130.2493862345418,1000.0,1000.0,932.8287673152118,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,,1000.0,1000.0,,1000.0,,,1000.0,1000.0
201,4,1369.3446438394292,1114.0,1051.9530085145402,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1142.5233270313217,1114.0,1270.456018606825,1114.0,1114.0,955.1918807886391,1114.0,1114.0,1114.0,958.1796429634196,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1050.3514782558252,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,,1114.0
202,4,,1114.0,1114.0,1114.0,,1114.0,1054.840353183965,1114.0,1143.5798258288082,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1143.5798209872269,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,,1114.0,1114.0,,,1114.0,1114.0
203,4,1906.52359362696,1114.0,1114.0,1307.0640399225922,,1114.0,2032.3730085581185,1569.5380094617474,1311.0889706354358,1114.0,1114.0,1114.0,1625.7137776668037,1114.0,1114.0,1794.070368286902,1114.0,1184.8006645735195,1114.0,1114.0,1114.0,,903.2812230514471,1114.0,,1114.0,1114.0,1114.0,1114.0,-2484.1153275275337,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1103.6616717440047,1114.0,,,1114.0
204,4,1114.0,1114.0,358.5389765309005,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,358.5383585752826,1114.0,1114.0,532.9535087894376,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,4076.067962311315,,,1114.0,1114.0,1114.0,1114.0,243.9011937930553,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,,,1114.0,1114.0
205,4,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1520.5092989225122,1114.0,-1868.3933329144152,1114.0,1114.0,1114.0,1650.8521947440631,1114.0,1114.0,1552.9989426120344,1114.0,1114.0,1114.0,1114.0,1591.4980681598663,1114.0,1114.0,1114.0,1114.0,1114.0,1648.2370920141484,1114.0,1114.0,1114.0,,1114.0,1114.0,1702.2977364618032,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,1114.0,1114.0
206,4,1114.0,1114.0,1245.0684863089994,1235.4737790993076,1114.0,1114.0,1212.9883564235436,1114.0,1021.5285532481527,1114.0,1114.0,1114.0,923.8574344565417,1114.0,1114.0,1102.311593137675,1114.0,1126.3862070912264,1114.0,978.5802449976013,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,848.798119060239,,1114.0,1114.0,1475.064062561583,1114.0,1114.0,1114.0,1083.943163615131,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,,1114.0
207,4,1149.3451011990514,1114.0,1114.0,1163.3729533590538,,1102.810081428735,1064.1480564888966,957.8623662355327,1154.6049731950727,1143.5419545905079,1114.0,1114.0,1114.0,1114.0,1114.0,1214.731562787359,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1031.6938231891563,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,,1157.8891275266346,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,,1114.0,1114.0
208,4,1108.8513083518028,1114.0,1114.0,1134.213102833088,,1158.7287212479484,1189.1045225441014,967.0762461997269,1114.0,1028.7545814629857,1049.4157828744665,896.1780216811069,1261.2030067143223,1114.0,1114.0,1269.6216271232054,1114.0,1200.1441649543412,982.3572026601544,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1302.8408432181488,1114.0,1114.0,1044.251041135824,,1114.0,1060.3677946677826,1114.0,1114.0,,,1170.8920323309944,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,,,,1114.0
209,4,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,,1114.0,,,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,,,,1114.0
210,4,1114.0,1114.0,1752.4488291636915,-1886.62885852197,1114.0,1114.0,1833.2637564279453,1114.0,1114.0,1114.0,2069.742150913259,1114.0,1700.4152683930035,1114.0,1114.0,1864.8058094459775,1114.0,1879.1092569623843,1114.0,1513.0668236979645,1897.2498738095583,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1753.9606305155007,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,-2123.433540807317,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0
211,4,1114.0,,1114.0,1114.0,,1114.0,1905.4524194631963,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1905.452418429104,1114.0,1114.0,1114.0,1114.0,-468.9048378922994,,1114.0,,,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,,,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,,1114.0,
212,4,1114.0,1114.0,1114.0,1114.0,,1114.0,529.1161807115709,527.7043941081263,1114.0,1114.0,1114.0,1114.0,454.3052012929004,1114.0,1114.0,383.4298421979561,1114.0,4189.816314575977,1114.0,1114.0,599.6280671134659,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,
213,4,1114.0,1016.3147180533394,1114.0,1146.528941557788,1114.0,1114.0,1066.0448462041188,1114.0,1199.2770815620145,1114.0,1050.8288992521004,1114.0,1115.3586826104183,1114.0,1135.5635902872223,1147.203266080683,1114.0,965.0778432554764,1114.0,1196.6478699251018,1149.6102517709237,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1164.8354593236604,1114.0,1114.0,1033.7542086523283,1114.0,1114.0,1114.0,1114.0,1208.9543414648247,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0
214,4,1114.0,1114.0,1114.0,1114.0,,1114.0,1006.4831706690392,1114.0,1075.2884222123753,1114.0,1114.0,1114.0,1153.7681226471082,1114.0,1114.0,1076.7524268325333,1114.0,1114.0,1114.0,1114.0,1090.560612761273,1114.0,1114.0,1114.0,,,1114.0,1251.2897923065666,1114.0,1108.4628041781239,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1149.3946483929808,,,1114.0,1114.0
215,4,1114.0,1114.0,1114.0,1289.8025991416594,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,938.1974008583406,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0
216,5,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1510.953508630217,1436.6883490140615,1114.0,1769.5101413195848,1114.0,1114.0,1114.0,1114.0,1570.968446597923,1114.0,-2073.2803629224672,1114.0,1114.0,1761.816876742102,1114.0,1821.3430406185926,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0
217,5,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,,,1000.0,1000.0,,1000.0,1000.0
218,5,1114.0,1114.0,1145.9398717244055,1287.0772415576873,,1114.0,1060.6594670786267,1114.0,1113.745055288528,1114.0,918.0989129310422,1114.0,1185.3391768713377,1113.4021153690335,1114.0,1205.9055579890787,1114.0,1094.9779619691462,1114.0,1114.0,913.8751429496209,1114.0,1114.0,1114.0,,1114.0,1114.0,1250.884286114643,1114.0,1208.369556209308,,1114.0,1114.0,984.3235385785089,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1113.4021153690335,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,,1114.0,,1114.0
